Date,portfolio_value,return,weight_AAPL,weight_AGG,weight_AMZN,weight_GLD,weight_GOOGL,weight_META,weight_MSFT,weight_SPY,weight_TLT,weight_XLE,weight_XLF,weight_XLK,weight_XLP,weight_XLV,cumulative_return,drawdown
2023-06-22,1.003349110453697,-0.02321473614532288,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.39999923,0.4,-0.4,0.4,0.3999986,0.003349110453696902,-0.03170291806577525
2023-06-23,1.0067555894002744,0.003395108353698717,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.39999932,0.4,-0.4,0.4,0.39999864,0.006755589400274431,-0.028415444554038268
2023-06-26,1.008578783455673,0.0018109599535320875,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.39999944,0.4,-0.4,0.4,0.39999887,0.008578783455672978,-0.0266559438326553
2023-06-27,1.025784884246147,0.017059748898862415,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.3999995,0.4,-0.4,0.4,0.399999,0.025784884246147,-0.010050938642240057
2023-06-28,1.0225238169844395,-0.003179094673542604,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.39999947,0.4,-0.4,0.4,0.39999902,0.022523816984439504,-0.013198080430281063
2023-06-29,1.028190636381961,0.005541992571120424,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.39999947,0.4,-0.4,0.4,0.39999902,0.028190636381961065,-0.007729231522858214
2023-06-30,1.0633131989422049,0.034159582199497995,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.39999947,0.4,-0.4,0.4,0.399999,0.06331319894220488,0.0
2023-07-03,1.0573266091587283,-0.005630128347350549,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.39999953,0.4,-0.4,0.4,0.39999908,0.05732660915872834,-0.005630128347350593
2023-07-05,1.0507329571274326,-0.006236154442894382,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.3999995,0.4,-0.4,0.4,0.39999908,0.05073295712743264,-0.011831172440337615
2023-07-06,1.034866245422528,-0.015100612955248116,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.3999995,0.4,-0.4,0.4,0.39999905,0.03486624542252792,-0.02675312743975744
2023-07-07,1.0237958468781736,-0.010697419684255305,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.39999953,0.4,-0.4,0.4,0.3999991,0.0237958468781736,-0.037164357691923285
2023-07-10,1.0466968624142237,0.022368732600235974,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.39999956,0.4,-0.4,0.4,0.39999917,0.04669686241422366,-0.015626944671157408
2023-07-11,1.0656633649677525,0.018120339550633968,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.39999965,0.4,-0.4,0.4,0.39999923,0.06566336496775249,0.0
2023-07-12,1.0972645989221173,0.029654049292874962,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.39999962,0.4,-0.4,0.4,0.39999926,0.09726459892211725,0.0
2023-07-13,1.0867765289504965,-0.009558378154114866,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.39999968,0.4,-0.4,0.4,0.39999932,0.08677652895049648,-0.009558378154114863
2023-07-14,1.0677601036766853,-0.017498008806074772,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.39999968,0.4,-0.4,0.4,0.3999993,0.06776010367668528,-0.026889134375077176
2023-07-17,1.0814360482711805,0.012808068542178974,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.3999997,0.4,-0.4,0.4,0.39999938,0.08143604827118045,-0.014425463709013996
2023-07-18,1.1230765835668264,0.038504852286192826,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.39999977,0.4,-0.4,0.4,0.39999944,0.12307658356682638,0.0
2023-07-19,1.1439907051368101,0.018622168671313277,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.39999977,0.4,-0.4,0.4,0.39999947,0.14399070513681012,0.0
2023-07-20,1.1542477301005687,0.008966003760084718,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.39999983,0.4,-0.4,0.4,0.39999953,0.1542477301005687,0.0
2023-07-21,1.1394101076356051,-0.01285479891190322,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.39999983,0.4,-0.4,0.4,0.39999956,0.13941010763560513,-0.012854798911903229
2023-07-24,1.1467578868472306,0.006448757266927174,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.39999986,0.4,-0.4,0.4,0.3999996,0.14675788684723057,-0.00648893912287403
2023-07-25,1.1536892962545213,0.006044352942143005,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.39999986,0.4,-0.4,0.4,0.3999996,0.15368929625452132,-0.00048380761900975296
2023-07-26,1.1353246790566358,-0.015918165538595708,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.39999983,0.4,-0.4,0.4,0.39999956,0.1353246790566358,-0.01639427182783728
2023-07-27,1.104484343694396,-0.027164330989321583,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.39999983,0.4,-0.4,0.4,0.39999956,0.10448434369439608,-0.04311326339089856
2023-07-28,1.1296314658028974,0.02276820151600023,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.39999983,0.4,-0.4,0.4,0.3999996,0.12963146580289742,-0.021326673343794646
2023-07-31,1.120110581176306,-0.008428310395748762,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.39999983,0.4,-0.4,0.4,0.3999996,0.12011058117630591,-0.029575235916893195
2023-08-01,1.1113029067518916,-0.007863218661111837,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.39999986,0.4,-0.4,0.4,0.39999962,0.11130290675189158,-0.03720589803103651
2023-08-02,1.0928036188531094,-0.016646485657858867,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.3999999,0.4,-0.4,0.4,0.39999965,0.0928036188531094,-0.05323303624093393
2023-08-03,1.0729217890050218,-0.01819341508857142,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.3999999,0.4,-0.4,0.4,0.39999968,0.07292178900502178,-0.07045796060474908
2023-08-04,1.0257393761053544,-0.04397563119994252,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.3999999,0.4,-0.4,0.4,0.39999968,0.025739376105354372,-0.1113351585140371
2023-08-07,1.0224002980615154,-0.0032552889375438987,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.39999992,0.4,-0.4,0.4,0.39999968,0.022400298061515445,-0.11422801934171053
2023-08-08,1.0244696354492655,0.00202399920234142,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.39999992,0.4,-0.4,0.4,0.39999965,0.024469635449265503,-0.11243521755940185
2023-08-09,1.0234248397914263,-0.0010198405318094794,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.39999992,0.4,-0.4,0.4,0.39999965,0.02342483979142629,-0.11334039209914142
2023-08-10,1.011791880838377,-0.01136669592211581,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.39999992,0.4,-0.4,0.4,0.39999962,0.011791880838377011,-0.12341878224857294
2023-08-11,1.0156975394482435,0.0038601402954827613,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.39999992,0.4,-0.4,0.4,0.3999996,0.01569753944824348,-0.12003505576766735
2023-08-14,1.0076140639478217,-0.007958545912017168,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.3999999,0.4,-0.4,0.4,0.3999996,0.007614063947821714,-0.12703829717730603
2023-08-15,0.9809466194738391,-0.026465931181527846,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.39999992,0.4,-0.4,0.4,0.3999996,-0.0190533805261609,-0.15014204152832078
2023-08-16,0.9654882642384961,-0.01575861002878487,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.3999999,0.4,-0.4,0.4,0.39999953,-0.0345117357615039,-0.16353462167573518
2023-08-17,0.936985146303142,-0.02952197244762489,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.3999999,0.4,-0.4,0.4,0.3999995,-0.063014853696858,-0.18822872952801628
2023-08-18,0.9513244222847105,0.015303632120683863,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.3999999,0.4,-0.4,0.4,0.39999947,-0.04867557771528952,-0.17580568063857285
2023-08-21,0.947074526275614,-0.0044673466900911896,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.3999999,0.4,-0.4,0.4,0.3999995,-0.05292547372438605,-0.1794876424031641
2023-08-22,0.9402283526011027,-0.007228759178471322,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.3999999,0.4,-0.4,0.4,0.3999995,-0.05977164739889729,-0.18541892863919138
2023-08-23,0.9698344609029966,0.0314882105182106,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.39999986,0.4,-0.4,0.4,0.39999947,-0.03016553909700337,-0.15976922838003266
2023-08-24,0.9491198052943011,-0.021358960156363738,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.39999983,0.4,-0.4,0.4,0.39999944,-0.05088019470569893,-0.17771568395321427
2023-08-25,0.9611391373740175,0.01266366165016386,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.39999983,0.4,-0.4,0.4,0.39999938,-0.03886086262598254,-0.1673025535945614
2023-08-28,0.977835138258256,0.017371055068940988,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.39999983,0.4,-0.4,0.4,0.39999938,-0.022164861741744035,-0.15283772039728596
2023-08-29,1.004384131911042,0.027150787094924578,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.39999983,0.4,-0.4,0.4,0.39999938,0.004384131911042033,-0.1298365977089417
2023-08-30,1.0059059076921628,0.00151513323714636,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.3999998,0.4,-0.4,0.4,0.39999938,0.005905907692162815,-0.1285181842163822
2023-08-31,0.9876592065948409,-0.018139570468559185,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.3999998,0.4,-0.4,0.4,0.39999938,-0.012340793405159145,-0.144326490025857
2023-09-01,0.994775323578843,0.007205032805330136,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.39999974,0.4,-0.4,0.4,0.39999935,-0.005224676421156982,-0.13816133431584135
2023-09-05,0.9848225069888358,-0.010005089947547785,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.39999974,0.4,-0.4,0.4,0.39999938,-0.015177493011164223,-0.1467841076862859
2023-09-06,0.9756137009767699,-0.009350726599681836,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.3999997,0.4,-0.4,0.4,0.39999935,-0.024386299023230085,-0.154762296225815
2023-09-07,0.959007290317006,-0.017021502099794028,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.3999997,0.4,-0.4,0.4,0.39999935,-0.040992709682993955,-0.16914951157543234
2023-09-08,0.966725290698465,0.008047905849503767,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.3999997,0.4,-0.4,0.4,0.39999932,-0.03327470930153498,-0.16246290506957722
2023-09-11,0.9716737188200043,0.0051187531444056855,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.3999997,0.4,-0.4,0.4,0.3999993,-0.028326281179995694,-0.15817575943134568
2023-09-12,0.9732509846923517,0.0016232464064818153,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.39999968,0.4,-0.4,0.4,0.39999923,-0.026749015307648283,-0.15680927125795333
2023-09-13,0.9615203622828187,-0.012053029068592402,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.3999996,0.4,-0.4,0.4,0.3999991,-0.038479637717181325,-0.16697227362184877
2023-09-14,0.983344745587589,0.02269778588251148,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.39999956,0.4,-0.4,0.4,0.399999,-0.016655254412411002,-0.14806438865432212
2023-09-15,0.9592868628412698,-0.02446535953364304,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.39999956,0.4,-0.4,0.4,0.399999,-0.04071313715873015,-0.16890729968540813
2023-09-18,0.9731257064383465,0.014426178584462157,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.39999962,0.4,-0.4,0.4,0.39999908,-0.026874293561653495,-0.1569178079704269
2023-09-19,0.9756391581135794,0.002582864329452539,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.3999996,0.4,-0.4,0.4,0.39999893,-0.024360841886420626,-0.1547402410498371
2023-09-20,0.9682877065455127,-0.007535010774148199,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.39999962,0.4,-0.4,0.4,0.3999988,-0.03171229345448734,-0.1611092824404805
2023-09-21,0.9488979617137124,-0.020024776417925993,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.39999962,0.4,-0.4,0.4,0.39999872,-0.051102038286287566,-0.1779078814986834
2023-09-22,0.9523588869219406,0.0036473101933718333,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.3999996,0.4,-0.4,0.4,0.39999846,-0.047641113078059405,-0.1749094565349829
2023-09-25,0.9416123977004388,-0.011284075120288728,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.3999996,0.4,-0.4,0.4,0.39999846,-0.05838760229956119,-0.18421984020848206
2023-09-26,0.9297917357760574,-0.01255363879367899,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.3999996,0.4,-0.4,0.4,0.3999984,-0.07020826422394255,-0.19446084966955454
2023-09-27,0.9155759918017609,-0.015289170066059232,0.4,0.4,-0.4,0.4,-0.4,0.4,0.4,0.4,0.4,0.3999996,0.4,-0.4,0.4,0.3999983,-0.08442400819823914,-0.2067768747338256
2023-09-28,0.9256410770900861,0.010993173017258995,0.4,0.4,-0.4,0.39999998,-0.4,0.4,0.4,0.4,0.4,0.39999956,0.4,-0.4,0.4,0.3999981,-0.07435892290991386,-0.19805683567648363
2023-09-29,0.9043510650248299,-0.02300028876439353,0.4,0.4,-0.4,0.39999998,-0.4,0.4,0.4,0.4,0.4,0.3999996,0.4,-0.4,0.4,0.399998,-0.09564893497517013,-0.21650176002855603
2023-10-02,0.8791710119671576,-0.02784322817929219,0.4,0.4,-0.4,0.39999998,-0.4,0.4,0.4,0.4,0.4,0.3999996,0.4,-0.4,0.4,0.39999786,-0.12082898803284237,-0.23831688030215475
2023-10-03,0.8564266266341783,-0.025870263035730034,0.4,0.4,-0.4,0.39999998,-0.4,0.4,0.4,0.4,0.4,0.3999996,0.4,-0.4,0.4,0.39999777,-0.14357337336582165,-0.2580218229586134
2023-10-04,0.8581575805955494,0.0020211351533683253,0.4,0.4,-0.4,0.39999998,-0.4,0.4,0.4,0.4,0.4,0.39999947,0.4,-0.4,0.4,0.39999756,-0.14184241940445064,-0.2565221847819629
2023-10-05,0.8552668620941359,-0.0033685171194400843,0.4,0.4,-0.4,0.39999995,-0.4,0.4,0.4,0.4,0.4,0.3999994,0.4,-0.4,0.4,0.39999735,-0.14473313790586406,-0.2590266025304488
2023-10-06,0.8695568933059246,0.016708271821498144,0.4,0.4,-0.4,0.39999995,-0.4,0.4,0.4,0.4,0.4,0.3999993,0.4,-0.4,0.4,0.399997,-0.13044310669407544,-0.24664621759302852
2023-10-09,0.9074263920018075,0.043550340394529874,0.4,0.4,-0.4,0.39999995,-0.39999998,0.4,0.4,0.4,0.4,0.39999926,0.4,-0.4,0.4,0.39999694,-0.09257360799819248,-0.21383740393169828
2023-10-10,0.914475869058876,0.007768648916544274,0.4,0.4,-0.4,0.39999995,-0.39999998,0.4,0.4,0.4,0.4,0.39999923,0.4,-0.4,0.4,0.399997,-0.08552413094112399,-0.20772998273152468
2023-10-11,0.9172486343763665,0.003032081448298918,0.4,0.4,-0.4,0.39999995,-0.39999998,0.4,0.4,0.4,0.4,0.3999991,0.4,-0.4,0.4,0.3999966,-0.0827513656236335,-0.20532775551012142
2023-10-12,0.8904985617640541,-0.02916338232599247,0.4,0.4,-0.4,0.39999995,-0.39999998,0.4,0.4,0.4,0.4,0.39999908,0.4,-0.4,0.4,0.3999967,-0.10950143823594594,-0.2285030860000343
2023-10-13,0.9203245484303636,0.0334935820752198,0.4,0.4,-0.4,0.39999995,-0.39999998,0.4,0.4,0.4,0.4,0.39999887,0.4,-0.4,0.4,0.39999646,-0.0796754515696364,-0.20266289079019767
2023-10-16,0.9241333855689243,0.00413858040085624,0.4,0.4,-0.4,0.39999995,-0.39999998,0.4,0.4,0.4,0.4,0.39999884,0.4,-0.4,0.4,0.39999637,-0.07586661443107567,-0.19936304705714664
2023-10-17,0.9272322900743575,0.003353308682301659,0.4,0.4,-0.4,0.39999995,-0.39999998,0.4,0.4,0.4,0.4,0.39999884,0.4,-0.4,0.4,0.39999637,-0.07276770992564252,-0.19667826421147178
2023-10-18,0.9227427004244759,-0.004841925478589082,0.4,0.4,-0.4,0.39999995,-0.39999998,0.4,0.4,0.4,0.4,0.3999987,0.4,-0.4,0.4,0.39999637,-0.07725729957552407,-0.20056788819149068
2023-10-19,0.9007834569979772,-0.023797796955095984,0.4,0.4,-0.4,0.39999995,-0.39999998,0.4,0.4,0.4,0.4,0.39999864,0.39999998,-0.4,0.4,0.3999964,-0.09921654300202276,-0.21959261126769322
2023-10-20,0.8919466758493088,-0.009810105947236858,0.4,0.4,-0.4,0.39999992,-0.39999995,0.4,0.4,0.4,0.4,0.3999984,0.39999998,-0.4,0.4,0.39999595,-0.10805332415069124,-0.22724849043316364
2023-10-23,0.8874943400788695,-0.004991706220777936,0.4,0.4,-0.4,0.39999992,-0.39999995,0.4,0.4,0.4,0.4,0.3999984,0.39999998,-0.4,0.4,0.39999577,-0.11250565992113049,-0.231105838950584
2023-10-24,0.88411847844598,-0.003803812013707608,0.4,0.4,-0.4,0.39999992,-0.39999995,0.4,0.4,0.4,0.4,0.39999852,0.39999998,-0.4,0.4,0.3999957,-0.11588152155401998,-0.23403056779765338
2023-10-25,0.9149777014621289,0.03490394530650498,0.4,0.4,-0.4,0.39999995,-0.39999995,0.4,0.4,0.4,0.4,0.3999986,0.39999998,-0.4,0.4,0.39999598,-0.08502229853787113,-0.20729521262960804
2023-10-26,0.8954067708516227,-0.02138951646497167,0.4,0.4,-0.4,0.39999995,-0.39999998,0.4,0.4,0.4,0.4,0.39999878,0.4,-0.4,0.4,0.399996,-0.10459322914837732,-0.22425078473092896
2023-10-27,0.8594209603552955,-0.04018934373491623,0.4,0.4,-0.4,0.39999995,-0.39999998,0.4,0.4,0.4,0.4,0.399999,0.4,-0.4,0.4,0.3999961,-0.14057903964470453,-0.25542763659546913
2023-10-30,0.8691889329380388,0.011365760242460388,0.4,0.4,-0.4,0.39999995,-0.39999998,0.4,0.4,0.4,0.4,0.3999991,0.4,-0.4,0.4,0.39999637,-0.13081106706196122,-0.2469650056298512
2023-10-31,0.8735250588998343,0.004988703603413969,0.4,0.4,-0.4,0.39999995,-0.39999998,0.4,0.4,0.4,0.4,0.39999914,0.4,-0.4,0.4,0.39999616,-0.12647494110016566,-0.24320833723994
2023-11-01,0.8927553421340304,0.02201457535564666,0.4,0.4,-0.4,0.39999995,-0.39999998,0.4,0.4,0.4,0.4,0.3999991,0.4,-0.4,0.4,0.3999958,-0.1072446578659696,-0.22654789015158355
2023-11-02,0.9374358675396676,0.05004789475561511,0.4,0.4,-0.4,0.39999995,-0.39999998,0.4,0.4,0.4,0.4,0.39999905,0.4,-0.4,0.4,0.3999956,-0.06256413246033243,-0.1878382403593815
2023-11-03,0.94787154485,0.011132150658712536,0.4,0.4,-0.4,0.39999995,-0.39999998,0.4,0.4,0.4,0.4,0.39999917,0.4,-0.4,0.4,0.39999577,-0.052128455149999975,-0.17879713329181707
2023-11-06,0.9399484197376662,-0.008358859547353159,0.4,0.4,-0.4,0.39999995,-0.39999998,0.4,0.4,0.4,0.4,0.39999914,0.4,-0.4,0.4,0.39999565,-0.060051580262333815,-0.18566145271451456
2023-11-07,0.9383774255229348,-0.001671362153223055,0.4,0.4,-0.4,0.39999995,-0.39999998,0.4,0.4,0.4,0.4,0.3999991,0.4,-0.4,0.4,0.3999953,-0.061622574477065206,-0.1870225073423582
2023-11-08,0.9394847627792059,0.0011800553020060445,0.4,0.4,-0.4,0.39999995,-0.39999998,0.4,0.4,0.4,0.4,0.39999917,0.4,-0.4,0.4,0.39999512,-0.060515237220794105,-0.18606314894173598
2023-11-09,0.9218185127494958,-0.018804190051416536,0.4,0.4,-0.4,0.39999995,-0.39999998,0.4,0.4,0.4,0.4,0.3999992,0.4,-0.4,0.4,0.3999951,-0.07818148725050422,-0.20136857217888707
2023-11-10,0.9426633986343851,0.022612787220681385,0.4,0.4,-0.4,0.39999995,-0.39999998,0.4,0.4,0.4,0.4,0.39999908,0.4,-0.4,0.4,0.3999948,-0.057336601365614914,-0.1833092896338193
2023-11-13,0.9494167392794876,0.007164106143174642,0.4,0.4,-0.4,0.39999992,-0.39999995,0.4,0.4,0.4,0.4,0.39999875,0.39999998,-0.4,0.4,0.39999387,-0.050583260720512446,-0.17745843069861128
2023-11-14,0.987400072820653,0.040007019014633105,0.4,0.4,-0.4,0.39999992,-0.39999995,0.4,0.4,0.4,0.4,0.39999884,0.4,-0.4,0.4,0.39999425,-0.012599927179346992,-0.14455099449524442
2023-11-15,0.9848278726761168,-0.0026050232477584645,0.4,0.4,-0.4,0.39999992,-0.39999995,0.4,0.4,0.4,0.4,0.39999875,0.39999998,-0.4,0.4,0.39999387,-0.015172127323883178,-0.14677945904185616
2023-11-16,0.9920853939602764,0.007369329692546556,0.4,0.4,-0.4,0.39999992,-0.39999995,0.4,0.4,0.4,0.4,0.39999864,0.39999998,-0.4,0.4,0.39999405,-0.007914606039723604,-0.14049179557508268
2023-11-17,0.9975365488701674,0.005494642843324904,0.4,0.4,-0.4,0.3999999,-0.39999995,0.4,0.4,0.4,0.4,0.39999852,0.39999998,-0.4,0.4,0.3999941,-0.0024634511298325945,-0.13576910497086025
2023-11-20,1.0139173645585113,0.01642126868122995,0.4,0.4,-0.4,0.3999999,-0.39999995,0.4,0.4,0.4,0.4,0.39999855,0.39999998,-0.4,0.4,0.3999942,0.013917364558511336,-0.12157733724096688
2023-11-21,1.0175454621528923,0.003578297128741692,0.4,0.4,-0.4,0.39999992,-0.39999995,0.4,0.4,0.4,0.4,0.39999852,0.39999998,-0.4,0.4,0.39999422,0.01754546215289232,-0.11843407994899467
2023-11-22,1.0233128283145458,0.005667919887776929,0.4,0.4,-0.4,0.39999992,-0.39999995,0.4,0.4,0.4,0.4,0.3999985,0.39999998,-0.4,0.4,0.3999947,0.02331282831454584,-0.11343743493835123
2023-11-24,1.0244786200942688,0.0011392330355548541,0.4,0.4,-0.4,0.39999992,-0.39999995,0.4,0.4,0.4,0.4,0.39999834,0.39999998,-0.4,0.4,0.3999947,0.02447862009426882,-0.11242743357614676
2023-11-27,1.0238214323770276,-0.0006414850484441903,0.4,0.4,-0.4,0.3999999,-0.39999995,0.4,0.4,0.4,0.4,0.3999982,0.39999998,-0.4,0.4,0.39999434,0.023821432377027607,-0.11299679810691692
2023-11-28,1.0418141573179376,0.017574085062016964,0.4,0.4,-0.4,0.39999992,-0.39999995,0.4,0.4,0.4,0.4,0.3999981,0.39999995,-0.4,0.4,0.3999947,0.041814157317937584,-0.09740852838656643
2023-11-29,1.039644121817259,-0.002082939155161001,0.4,0.4,-0.4,0.39999992,-0.39999998,0.4,0.4,0.4,0.4,0.399998,0.39999995,-0.4,0.4,0.3999949,0.03964412181725896,-0.09928857150390447
2023-11-30,1.0528549038274977,0.01270702323324513,0.4,0.4,-0.4,0.39999992,-0.39999998,0.4,0.4,0.4,0.4,0.39999798,0.39999995,-0.4,0.4,0.39999518,0.05285490382749769,-0.08784321045555508
2023-12-01,1.0764435867007596,0.022404495422406967,0.4,0.4,-0.4,0.39999995,-0.39999998,0.4,0.4,0.4,0.4,0.3999984,0.39999998,-0.4,0.4,0.39999598,0.07644358670075957,-0.06740679783968916
2023-12-04,1.063932295562414,-0.011622802432863177,0.4,0.4,-0.4,0.39999995,-0.39999998,0.4,0.4,0.4,0.4,0.3999986,0.39999998,-0.4,0.4,0.39999592,0.06393229556241398,-0.07824614437862971
